1,1,1,单体电池低压告警,"最小电压ID,U16,1,0,","最小电压,U16,0.0001,0,V","门限电压,U16,0.0001,0,V",
2,1,2,单体电池低压故障,"最小电压ID,U16,1,0,","最小电压,U16,0.0001,0,V","门限电压,U16,0.0001,0,V",
3,1,3,单体电池过压告警,"最大电压ID,U16,1,0,","最大电压,U16,0.0001,0,V","门限电压,U16,0.0001,0,V",
4,1,4,单体电池过压故障,"最大电压ID,U16,1,0,","最大电压,U16,0.0001,0,V","门限电压,U16,0.0001,0,V",
5,1,5,单体压差告警,"最大/最小电压ID,U16,1,0,","电压压差,U16,0.0001,0,V","门限电压,U16,0.0001,0,V",
6,1,6,单体压差故障,"最大/最小电压ID,U16,1,0,","电压压差,U16,0.0001,0,V","门限电压,U16,0.0001,0,V",
7,1,7,单体电压采样线断线告警,"断线ID号,U16,1,0,","单体电压,U16,0.0001,0,V",,
8,1,8,单体电池故障复归,"单体电池ID,U16,1,0,","单体电压,U16,0.0001,0,V",,
9,1,9,模块过温告警,"最大温度ID,U16,1,0,","最大温度,I16,0.1,0,℃","门限温度,I16,0.1,0,℃",
10,1,10,模块过温故障,"最大温度ID,U16,1,0,","最大温度,I16,0.1,0,℃","门限温度,I16,0.1,0,℃",
11,1,11,模块低温告警,"最小温度ID,U16,1,0,","最小温度,I16,0.1,0,℃",,
12,1,12,模块低温故障,"最小温度ID,U16,1,0,","最小温度,I16,0.1,0,℃",,
13,1,13,模块温差告警,"最大/最小温度ID,U16,1,0,","温度差值,I16,0.1,0,℃",,
14,1,14,模块温差故障,"最大/最小温度ID,U16,1,0,","温度差值,I16,0.1,0,℃",,
15,1,15,模块温升告警,"最大温升ID,U16,1,0,","最大温升,I16,0.1,0,℃",,
16,1,16,模块温升故障,"最大温升ID,U16,1,0,","最大温升,I16,0.1,0,℃",,
17,1,17,模块温度采样线断线告警,"模块温度断线ID,U16,1,0,","模块温度,I16,0.1,0,℃",,
18,1,18,模块温度故障复归,"模块温度ID,U16,1,0,","模块温度,I16,0.1,0,℃",,
19,1,19,极柱过温告警,"最大极柱温度ID,U16,1,0,","最大极柱温度,I16,0.1,0,℃",,
20,1,20,极柱过温故障,"最大极柱温度ID,U16,1,0,","最大极柱温度,I16,0.1,0,℃",,
21,1,21,极柱故障复归,"极柱温度ID,U16,1,0,","极柱温度,I16,0.1,0,℃",,
22,1,22,过流告警,,"电流,I16,0.1,0,A",,
23,1,23,过流故障,,"电流,I16,0.1,0,A",,
24,1,24,过流故障复归,,"电流,I16,0.1,0,A",,
25,1,25,短路故障,,"电流,I16,0.1,0,A",,
26,1,26,电池串过压告警,,"簇电压,U16,0.1,0,V",,
27,1,27,电池串过压故障,,"簇电压,U16,0.1,0,V",,
28,1,28,电池串低压告警,,"簇电压,U16,0.1,0,V",,
29,1,29,电池串低压故障,,"簇电压,U16,0.1,0,V",,
30,1,30,电池串故障复归,,"簇电压,U16,0.1,0,V",,
31,1,31,电池串绝缘故障,,"绝缘电阻,U16,1,0,kΩ",,
32,1,32,电池串绝缘故障复归,,"绝缘电阻,U16,1,0,kΩ",,
33,1,33,电池串漏电流故障,,"漏电流,U16,1,0,mA",,
34,1,34,电池串漏电流故障复归,,"漏电流,U16,1,0,mA",,
35,1,35,开始充电,"SOC,U16,1,0,%","电流,I16,0.1,0,A",,
36,1,36,停止充电,"SOC,U16,1,0,%","系统状态,U16,1,0,",,
37,1,37,开始放电,"SOC,U16,1,0,%","电流,I16,0.1,0,A",,
38,1,38,停止放电,"SOC,U16,1,0,%","系统状态,U16,1,0,",,
39,1,39,电池充满,"SOC,U16,1,0,%","系统状态,U16,1,0,",,
40,1,40,电池放空,"SOC,U16,1,0,%","系统状态,U16,1,0,",,
41,1,41,均衡启动,"均衡ID,U16,1,0,","均衡状态,U16,1,0,",,
42,1,42,均衡关闭,"均衡ID,U16,1,0,","均衡状态,U16,1,0,",,
43,1,43,QF分闸,,"QF状态,U16,1,0,",,
44,1,44,KM+分闸,,"KM+状态,U16,1,0,",,
45,1,45,KM-分闸,,"KM-状态,U16,1,0,",,
46,1,46,KM+合闸,,"KM+状态,U16,1,0,",,
47,1,47,KM-合闸,,"KM-状态,U16,1,0,",,
48,1,48,开风机,,"风机状态,U16,1,0,",,
49,1,49,关风机,,"风机状态,U16,1,0,",,
